baseline value,histogram_min
119.58342115525717,66.7321995220101
136.4427218482112,71.32180412640224
135.27313717730655,67.97636949541888
140.16094092152173,51.19701395610421
127.81826231072183,52.96270437979446
132.58403279255893,50.729756506130215
132.65087522986155,50.98917707377229
121.97734838427259,65.81870281865517
122.75496827768761,61.92187254205209
119.19136360916862,55.85119005714816
150.7525079003082,54.643179316249146
152.70039113747177,53.81925576905315
130.0,86.33333333333333
124.4544889627092,76.4829847130194
133.50813718945923,70.51414899484882
133.5110462567431,66.26785346554789
129.9121040705157,50.91260137875018
131.8093409620371,73.25167712012328
130.0,62.111111111111114
130.75154854840582,64.67376305145933
128.16976271570874,51.46701096518428
126.68353038726231,58.26121936757182
130.20105660586083,54.027468632663634
129.84104198146997,113.56633618821824
129.84064599137787,113.02914555032147
126.71054512052052,123.09674431600668
118.27299503888969,118.34487596606436
124.43393937964038,114.04745115152244
133.54763767352648,52.59738681323085
132.73052810014312,50.695025183868154
134.69209345572702,51.51081493519899
126.91831059713203,52.76628888133967
130.9175497678895,50.38904713231684
116.76074834268384,56.20820981089318
133.27316662819442,57.42867473181195
118.80957990989809,52.03681884137573
119.48692997489084,57.04278587695592
114.71989207074289,51.93181373545006
121.25258577374804,51.25500992201644
117.21909798879629,55.81215821227687
113.35897980492021,51.44221029355642
112.0,50.0
117.42807078067257,57.210716925050605
118.0,50.0
119.99617065063819,52.44414253609159
122.32216416947537,50.54613345734883
122.91494892847426,54.744630888855234
122.26407249042758,50.40939106059138
118.0,50.0
155.6049672923092,78.58849817789861
159.9186997844884,143.39481073594382
155.58782387493557,51.16251480507169
154.0,62.111111111111114
148.82541227649102,126.79195193974498
147.19609951012893,138.20994158606987
153.1550832926888,55.78175152693791
151.95007064153523,54.079518166563204
147.8253669208454,143.35310522529298
147.041281557609,144.24731139829612
149.07271963775148,82.06206637241374
146.29326871629786,133.8455272084249
144.65046008661466,140.99603509650598
138.35431998048438,128.2200603787194
134.39313497958497,77.8153426601377
140.9316957757565,76.67749090306475
147.17604164297583,139.35474674440945
135.3583320113322,81.00024468741034
140.63295523527174,120.40058718080742
139.20433516490937,117.9226665709242
145.33958661433698,128.60884501831703
149.64530337813363,141.60152887591326
139.81087931980653,67.59781892696552
141.24883432877562,70.77544118379683
140.68146040595155,66.42235929251798
144.19695513013892,69.16586482341852
160.0,74.22222222222223
158.6736034952788,133.24574730272937
144.61896048535695,59.05815298572885
139.52425787824174,59.787207068544866
144.3396601936115,55.90211050498227
142.84047893146214,51.900167537424686
144.88645492635627,56.5044634568601
143.62610636773445,61.60676687663274
144.83195066421254,62.69361017764717
145.39040120976793,66.22738740557187
147.70286269936975,70.02867071433346
149.08946351657525,54.58652450715135
136.6513138753053,51.549851588670464
136.0,74.22222222222223
135.21349207604683,58.46942216791731
141.2748147021337,141.56275646812043
149.52165321743772,138.07501003602124
148.1015409947816,139.2728211975595
147.44432059803356,124.55342171688699
149.22234636336364,138.4209206430686
144.8377793473363,136.2706448259176
145.81370389964187,125.1583435101582
148.90652306718025,75.51494892538884
144.8999132434145,129.4262239127611
126.3513671236564,99.22036742402915
124.10459087695396,71.55424832760615
127.77452400373977,93.76042939513955
124.94628845116436,67.0897873791593
126.17931651948851,122.48373503876742
125.55425086685155,67.88491965511733
124.57152603467729,56.668788509937656
127.02125231246754,51.51604604149494
127.9828413423862,72.42865110241142
120.06343519377063,62.3329222799991
127.22818725115069,84.22070185352028
128.50664356128883,79.03281947622591
134.19042510044076,78.36143303771325
131.36328188862794,99.54872764650906
123.84315953082962,111.54758552551237
123.34550600212224,55.9773039638339
129.49879157362773,50.37126853230916
124.96851084042709,51.07803606990724
119.54975094101735,96.92009925548795
121.77935121285512,92.65526472887355
120.58443046895209,94.59736750746154
124.94856862732519,60.64404306072074
127.29668896863912,73.24546744022263
123.1491327999457,57.74698361240551
124.0,62.111111111111114
124.03400532245634,58.75992005115175
159.3791394132887,81.64383637693679
153.04319125914625,153.32551250253147
154.0,86.33333333333333
158.14459580869496,154.22316067872316
158.774206817595,81.89701961406664
158.03050619455817,156.92609512126006
160.0,74.22222222222223
158.0,158.61467769584507
159.12264295007603,132.7547140998479
156.92031395688988,132.26339547543003
159.5032409137478,150.96795709969865
159.5592121398406,132.90410923646732
159.3527511051406,147.69647308772275
149.59312241443888,156.81339333913834
159.24586638778334,148.87371538555132
156.70870237678676,151.87024682323712
151.63355710235197,50.265044331043384
152.28184958948998,93.6231139542397
154.90279988555093,50.104062542198335
143.8385590662063,57.562090103815386
142.87283968797476,76.16876305729285
147.68767094719973,69.50049482947054
146.27196648385316,70.63320196087834
150.67319798431268,75.99582737554942
148.0,110.55555555555556
149.63846479604734,114.59944541349584
144.7166161473151,113.96586963178132
132.3083556952406,56.348075866967626
125.89029393805008,116.01415583041315
120.748714795744,107.42974993589452
123.02867559240255,113.12549961416818
122.74475055425134,116.20788901448117
124.0,122.66666666666666
123.61309373158024,116.38782133265336
118.0,122.66666666666666
122.4505922204531,114.64826967193979
121.88347986017533,119.852906596253
118.55685631224017,57.65406180495828
115.81383691905376,74.22775461207692
